5764,1891,0.000000
573,213,0.100000
549,205,0.200000
552,206,0.300000
528,198,0.400000
541,202,0.500000
549,205,0.600000
536,201,0.700000
540,202,0.800000
537,201,0.900000
540,202,1.000000
541,202,1.100000
536,201,1.200000
525,197,1.300000
540,202,1.400000
521,196,1.500000
536,201,1.600000
549,205,1.700000
553,206,1.800000
544,203,1.900000
544,203,2.000000
549,205,2.100000
533,200,2.200000
541,202,2.300000
544,203,2.400000
533,200,2.500000
552,206,2.600000
549,205,2.700000
553,206,2.799999
557,208,2.899999
557,208,2.999999
560,209,3.099999
552,206,3.199999
545,204,3.299999
549,205,3.399999
545,204,3.499999
553,206,3.599999
549,205,3.699999
552,206,3.799999
545,204,3.899998
556,207,3.999998
557,208,4.099998
553,206,4.199998
552,206,4.299998
560,209,4.399998
548,205,4.499998
552,206,4.599998
552,206,4.699998
560,209,4.799998
561,209,4.899998
561,209,4.999998
568,211,5.099998
569,211,5.199997
576,214,5.299997
588,218,5.399997
577,214,5.499997
557,208,5.599997
568,211,5.699997
569,211,5.799997
565,210,5.899997
560,209,5.999997
545,204,6.099997
548,205,6.199996
556,207,6.299996
560,209,6.399996
560,209,6.499996
557,208,6.599996
564,210,6.699996
568,211,6.799996
565,210,6.899996
568,211,6.999996
568,211,7.099996
569,211,7.199996
576,214,7.299995
580,215,7.399995
565,210,7.499995
577,214,7.599995
568,211,7.699995
560,209,7.799995
569,211,7.899995
548,205,7.999995
548,205,8.099995
537,201,8.199995
549,205,8.299995
556,207,8.399996
565,210,8.499996
560,209,8.599997
545,204,8.699997
585,217,8.799997
584,216,8.899998
585,217,8.999998
608,224,9.099998
601,222,9.199999
596,220,9.299999
596,220,9.400000
593,219,9.500000
581,215,9.600000
581,215,9.700001
577,214,9.800001
592,219,9.900002
581,215,10.000002
557,208,10.100002
552,206,10.200003
549,205,10.300003
561,209,10.400003
561,209,10.500004
544,203,10.600004
600,222,10.700005
589,218,10.800005
588,218,10.900005
581,215,11.000006
581,215,11.100006
561,209,11.200006
548,205,11.300007
548,205,11.400007
549,205,11.500008
544,203,11.600008
544,203,11.700008
525,197,11.800009
537,201,11.900009
540,202,12.000010
533,200,12.100010
548,205,12.200010
573,213,12.300011
568,211,12.400011
557,208,12.500011
569,211,12.600012
560,209,12.700012
564,210,12.800013
556,207,12.900013
565,210,13.000013
573,213,13.100014
580,215,13.200014
573,213,13.300014
568,211,13.400015
561,209,13.500015
557,208,13.600016
564,210,13.700016
556,207,13.800016
557,208,13.900017
564,210,14.000017
556,207,14.100018
556,207,14.200018
557,208,14.300018
545,204,14.400019
552,206,14.500019
548,205,14.600019
549,205,14.700020
549,205,14.800020
544,203,14.900021
548,205,15.000021
545,204,15.100021
549,205,15.200022
532,200,15.300022
541,202,15.400023
544,203,15.500023
537,201,15.600023
532,200,15.700024
537,201,15.800024
532,200,15.900024
540,202,16.000025
544,203,16.100025
533,200,16.200026
537,201,16.300026
536,201,16.400026
548,205,16.500027
532,200,16.600027
528,198,16.700027
524,197,16.800028
529,199,16.900028
524,197,17.000029
521,196,17.100029
525,197,17.200029
524,197,17.300030
512,193,17.400030
517,195,17.500031
517,195,17.600031
517,195,17.700031
516,194,17.800032
521,196,17.900032
521,196,18.000032
517,195,18.100033
528,198,18.200033
516,194,18.300034
517,195,18.400034
509,192,18.500034
509,192,18.600035
504,190,18.700035
508,192,18.800035
500,189,18.900036
509,192,19.000036
505,191,19.100037
501,189,19.200037
501,189,19.300037
497,188,19.400038
508,192,19.500038
501,189,19.600039
493,187,19.700039
501,189,19.800039
501,189,19.900040
497,188,20.000040
493,187,20.100040
500,189,20.200041
493,187,20.300041
508,192,20.400042
497,188,20.500042
500,189,20.600042
488,185,20.700043
496,188,20.800043
