0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,6701,2045
7,6880,2099
8,6985,2131
9,7079,2160
10,7139,2178
11,7227,2205
12,7280,2221
13,7331,2237
14,7368,2248
15,7415,2263
16,7445,2272
17,7482,2283
18,7503,2290
19,7536,2300
20,7565,2308
21,7588,2315
22,7609,2322
23,7617,2324
24,7648,2334
25,7656,2336
26,7683,2344
27,7697,2349
28,7712,2353
29,7727,2358
30,7736,2361
31,7747,2364
32,7769,2371
33,7772,2372
34,7786,2376
35,7798,2380
36,7809,2383
37,7808,2383
38,7820,2386
39,7838,2392
40,7836,2391
41,7839,2392
42,7850,2395
43,7849,2395
44,7860,2398
45,7867,2401
46,7885,2406
47,7882,2405
48,7887,2407
49,7889,2407
50,7887,2407
51,7884,2406
52,7904,2412
53,7896,2409
54,7905,2412
55,7904,2412
56,7913,2415
57,7918,2416
58,7912,2414
59,7908,2413
60,7917,2416
61,7924,2418
62,7927,2419
63,7925,2418
64,7934,2421
65,7933,2421
66,7941,2423
67,7932,2420
68,7939,2423
69,7942,2424
70,7947,2425
71,7950,2426
72,7941,2423
73,7941,2423
74,7950,2426
75,7950,2426
76,7951,2426
77,7950,2426
78,7944,2424
79,7951,2426
80,7947,2425
81,7950,2426
82,7945,2424
83,7950,2426
84,7947,2425
85,7951,2426
86,7948,2425
87,7952,2427
88,7949,2426
89,7948,2425
90,7949,2426
91,7950,2426
92,7949,2426
93,7946,2425
94,7948,2425
95,7949,2426
96,7949,2426
97,7952,2427
98,7955,2427
99,7948,2425
100,7948,2425
101,7954,2427
102,7949,2426
103,7947,2425
104,7948,2425
105,7947,2425
106,7950,2426
107,7952,2427
108,7948,2425
109,7951,2426
110,7953,2427
111,7951,2426
112,7948,2425
113,7952,2427
114,7950,2426
115,7949,2426
116,7947,2425
117,7952,2427
118,7950,2426
119,7949,2426
120,7949,2426
121,7954,2427
122,7949,2426
123,7948,2425
124,7948,2425
125,7947,2425
126,7953,2427
127,7950,2426
128,7948,2425
129,7951,2426
130,7948,2425
131,7950,2426
132,7950,2426
133,7953,2427
134,7949,2426
135,7949,2426
136,7950,2426
137,7950,2426
138,7951,2426
139,7949,2426
140,7947,2425
141,7951,2426
142,7948,2425
143,7948,2425
144,7947,2425
145,7945,2424
146,7948,2425
147,7948,2425
148,7951,2426
149,7951,2426
150,7950,2426
151,7950,2426
152,7949,2426
153,7950,2426
154,7953,2427
155,7949,2426
156,7951,2426
157,7953,2427
158,7948,2425
159,7952,2427
160,7952,2427
161,7953,2427
162,7950,2426
163,7952,2427
164,7952,2427
165,7797,2379
166,7660,2337
167,7603,2320
168,7551,2304
169,7553,2305
170,7554,2305
171,7553,2305
172,7565,2308
173,7587,2315
174,7576,2312
175,7586,2315
176,7596,2318
177,7605,2321
178,7599,2319
179,7603,2320
180,7613,2323
181,7618,2325
182,7627,2327
183,7619,2325
184,7631,2329
185,7631,2329
186,7634,2329
187,7642,2332
188,7639,2331
189,7651,2335
190,7654,2336
