22,37,0.000000
22,37,0.100000
22,37,0.200000
22,37,0.300000
22,37,0.400000
22,37,0.500000
22,37,0.600000
22,37,0.700000
22,37,0.800000
22,37,0.900000
22,37,1.000000
22,37,1.100000
22,37,1.200000
22,37,1.300000
22,37,1.400000
22,37,1.500000
22,37,1.600000
22,37,1.700000
22,37,1.800000
22,37,1.900000
22,35,2.000000
22,35,2.100000
22,35,2.200000
22,35,2.300000
22,35,2.400000
22,35,2.500000
22,35,2.600000
22,35,2.700000
22,35,2.799999
22,35,2.899999
22,35,2.999999
22,35,3.099999
22,35,3.199999
22,35,3.299999
22,35,3.399999
22,35,3.499999
22,35,3.599999
22,35,3.699999
22,35,3.799999
22,35,3.899998
22,36,3.999998
22,36,4.099998
22,36,4.199998
22,36,4.299998
22,36,4.399998
22,36,4.499998
22,36,4.599998
22,36,4.699998
22,36,4.799998
22,36,4.899998
22,36,4.999998
22,36,5.099998
22,36,5.199997
22,36,5.299997
22,36,5.399997
22,36,5.499997
22,36,5.599997
22,36,5.699997
22,36,5.799997
22,36,5.899997
22,36,5.999997
22,36,6.099997
22,36,6.199996
22,36,6.299996
22,36,6.399996
22,36,6.499996
22,36,6.599996
22,36,6.699996
22,36,6.799996
22,36,6.899996
22,36,6.999996
22,36,7.099996
22,36,7.199996
22,36,7.299995
22,36,7.399995
22,36,7.499995
22,36,7.599995
22,36,7.699995
22,36,7.799995
22,36,7.899995
22,36,7.999995
22,36,8.099995
22,36,8.199995
22,36,8.299995
22,36,8.399996
22,36,8.499996
22,36,8.599997
22,36,8.699997
22,36,8.799997
22,36,8.899998
22,36,8.999998
22,36,9.099998
22,36,9.199999
22,36,9.299999
22,36,9.400000
22,36,9.500000
22,36,9.600000
22,36,9.700001
22,36,9.800001
22,36,9.900002
22,36,10.000002
22,36,10.100002
22,36,10.200003
22,36,10.300003
22,36,10.400003
22,36,10.500004
22,36,10.600004
22,36,10.700005
22,36,10.800005
22,36,10.900005
22,36,11.000006
22,36,11.100006
22,36,11.200006
22,36,11.300007
22,36,11.400007
22,36,11.500008
22,36,11.600008
22,36,11.700008
22,36,11.800009
22,36,11.900009
22,36,12.000010
22,36,12.100010
22,36,12.200010
22,36,12.300011
22,36,12.400011
22,36,12.500011
22,36,12.600012
22,36,12.700012
22,36,12.800013
22,36,12.900013
22,36,13.000013
22,36,13.100014
22,36,13.200014
22,36,13.300014
22,36,13.400015
22,36,13.500015
22,36,13.600016
22,36,13.700016
22,36,13.800016
22,36,13.900017
22,36,14.000017
22,36,14.100018
22,36,14.200018
22,36,14.300018
22,36,14.400019
22,36,14.500019
22,36,14.600019
22,36,14.700020
22,36,14.800020
22,36,14.900021
22,36,15.000021
22,36,15.100021
22,36,15.200022
22,36,15.300022
22,36,15.400023
22,36,15.500023
22,36,15.600023
22,36,15.700024
22,36,15.800024
22,36,15.900024
22,36,16.000025
22,36,16.100025
22,36,16.200026
22,36,16.300026
22,36,16.400026
22,36,16.500027
22,36,16.600027
22,36,16.700027
22,36,16.800028
22,36,16.900028
22,36,17.000029
22,36,17.100029
22,36,17.200029
22,36,17.300030
22,36,17.400030
22,36,17.500031
22,36,17.600031
22,36,17.700031
22,36,17.800032
22,36,17.900032
22,36,18.000032
22,36,18.100033
22,36,18.200033
22,36,18.300034
22,36,18.400034
22,36,18.500034
22,36,18.600035
22,36,18.700035
22,36,18.800035
22,36,18.900036
22,36,19.000036
22,36,19.100037
22,36,19.200037
22,36,19.300037
22,36,19.400038
22,36,19.500038
22,36,19.600039
22,36,19.700039
22,36,19.800039
22,36,19.900040
22,35,20.000040
22,35,20.100040
22,35,20.200041
22,35,20.300041
22,35,20.400042
22,35,20.500042
22,35,20.600042
22,35,20.700043
22,35,20.800043
22,35,20.900043
22,35,21.000044
22,35,21.100044
22,35,21.200045
22,35,21.300045
22,35,21.400045
22,35,21.500046
22,35,21.600046
22,35,21.700047
22,35,21.800047
22,35,21.900047
22,36,22.000048
22,36,22.100048
22,36,22.200048
22,36,22.300049
22,36,22.400049
22,36,22.500050
22,36,22.600050
22,36,22.700050
22,36,22.800051
22,36,22.900051
22,36,23.000051
22,36,23.100052
22,36,23.200052
22,36,23.300053
22,36,23.400053
22,36,23.500053
22,36,23.600054
22,36,23.700054
22,36,23.800055
22,36,23.900055
22,35,24.000055
22,35,24.100056
22,35,24.200056
22,35,24.300056
22,35,24.400057
22,35,24.500057
22,35,24.600058
22,35,24.700058
22,35,24.800058
22,35,24.900059
22,35,25.000059
22,35,25.100060
22,35,25.200060
22,35,25.300060
22,35,25.400061
22,35,25.500061
22,35,25.600061
22,35,25.700062
22,35,25.800062
22,35,25.900063
22,35,26.000063
22,35,26.100063
22,35,26.200064
22,35,26.300064
22,35,26.400064
22,35,26.500065
22,35,26.600065
22,35,26.700066
22,35,26.800066
22,35,26.900066
22,35,27.000067
22,35,27.100067
22,35,27.200068
22,35,27.300068
22,35,27.400068
22,35,27.500069
22,35,27.600069
22,35,27.700069
22,35,27.800070
22,35,27.900070
22,35,28.000071
22,35,28.100071
22,35,28.200071
22,35,28.300072
22,35,28.400072
22,35,28.500072
22,35,28.600073
22,35,28.700073
22,35,28.800074
22,35,28.900074
22,35,29.000074
22,35,29.100075
22,35,29.200075
22,35,29.300076
22,35,29.400076
22,35,29.500076
22,35,29.600077
22,35,29.700077
22,35,29.800077
22,35,29.900078
22,35,30.000078
22,35,30.100079
22,35,30.200079
22,35,30.300079
22,35,30.400080
22,35,30.500080
22,35,30.600080
22,35,30.700081
22,35,30.800081
22,35,30.900082
22,35,31.000082
22,35,31.100082
22,35,31.200083
22,35,31.300083
22,35,31.400084
22,35,31.500084
22,35,31.600084
22,35,31.700085
22,35,31.800085
22,35,31.900085
22,35,32.000084
22,35,32.100082
22,35,32.200081
22,35,32.300079
22,35,32.400078
22,35,32.500076
22,35,32.600075
22,35,32.700073
22,35,32.800072
22,35,32.900070
22,35,33.000069
22,35,33.100067
22,35,33.200066
22,35,33.300064
22,35,33.400063
22,35,33.500061
22,35,33.600060
22,35,33.700058
22,35,33.800056
22,35,33.900055
22,35,34.000053
22,35,34.100052
22,35,34.200050
22,35,34.300049
22,35,34.400047
22,35,34.500046
22,35,34.600044
22,35,34.700043
22,35,34.800041
22,35,34.900040
